Type,Year,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Disposal,2025,21,Luke Ryan,FRE,CAR,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,21.5,-0.30%,50.00%,,,17,1
Disposal,2025,21,Patrick Voss,FRE,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,+5.8%,50.00%,,,10,1
Disposal,2025,21,Shai Bolton,FRE,CAR,FwdMid,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,+1.8%,47.10%,,,16,1
Disposal,2025,21,Jeremy Cameron,GEE,PTA,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,15,+12.0%,61.10%,,,8,1
Disposal,2025,21,Sam De Koning,GEE,PTA,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,-17.10%,20.00%,,,12,0
Disposal,2025,21,Shaun Mannagh,GEE,PTA,MedFF,✅ Neutral,✅ Neutral,🟡 Slight Unders,19,+4.4%,60.00%,,,26,-1
Disposal,2025,21,Tom Stewart,GEE,PTA,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,20,+7.9%,46.20%,,,21,-1
Disposal,2025,21,Brandon Zerk-Thatcher,PTA,GEE,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,-2.30%,37.50%,,,8,1
Disposal,2025,21,Darcy Byrne-Jones,PTA,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,-4.20%,35.30%,,,14,-1
Disposal,2025,21,Jordon Sweet,PTA,GEE,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,+6.2%,57.10%,,,16,-1
Disposal,2025,21,Josh Sinn,PTA,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,+2.7%,43.80%,,,10,1
Disposal,2025,21,Kane Farrell,PTA,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,19.5,-2.20%,56.20%,,,20,-1
Disposal,2025,21,Lachie Jones,PTA,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,+11.0%,50.00%,,,8,1
Disposal,2025,21,Mitch Georgiades,PTA,GEE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,-1.90%,55.60%,,,12,-1
Disposal,2025,21,Willem Drew,PTA,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,-0.90%,55.60%,,,24,-1
Disposal,2025,21,Zak Butters,PTA,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,28,-0.50%,46.70%,,,10,1
Disposal,2025,21,Jayden Short,RIC,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,21.5,+1.9%,50.00%,,,23,-1
Disposal,2025,21,Jonty Faull,RIC,GCS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,8,+3.7%,50.00%,,,0,1
Disposal,2025,21,Nick Vlastuin,RIC,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,21.5,+9.0%,66.70%,,,20,1
Disposal,2025,21,Seth Campbell,RIC,GCS,SmF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,13.5,+3.4%,66.70%,,,11,1
Disposal,2025,21,Alixzander Tauru,STK,NTH,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,9.5,-5.00%,60.00%,,,7,1
Disposal,2025,21,Angus Hastie,STK,NTH,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,+14.8%,57.10%,,,7,1
Disposal,2025,21,Bradley Hill,STK,NTH,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,20.5,+3.4%,41.20%,,,17,1
Disposal,2025,21,Liam Stocker,STK,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,+2.2%,50.00%,,,9,1
Disposal,2025,21,Marcus Windhager,STK,NTH,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,22.5,+5.2%,72.20%,,,20,1
Disposal,2025,21,Mason Wood,STK,NTH,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,+1.2%,56.20%,,,15,1
Mark,2025,21,Connor Idun,GWS,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,+0.8%,50.00%,,,10,-1
Mark,2025,21,Harry Himmelberg,GWS,WBD,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,+7.7%,50.00%,,,11,-1
Mark,2025,21,Lachie Ash,GWS,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,-1.70%,50.00%,,,12,-1
Mark,2025,21,Lachie Whitfield,GWS,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,-0.80%,47.10%,,,13,-1
Mark,2025,21,Dayne Zorko,BRL,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.5,-7.10%,38.90%,,,3,1
Mark,2025,21,Jarrod Berry,BRL,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5.5,-11.00%,47.10%,,,4,1
Mark,2025,21,Jaspa Fletcher,BRL,COL,GenDD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6,-6.90%,38.90%,,,5,1
Mark,2025,21,Darcy Cameron,COL,BRL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-14.70%,38.90%,,,5,-1
Mark,2025,21,Luke Ryan,FRE,CAR,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-53.40%,0.00%,,,2,1
Mark,2025,21,Brandon Zerk-Thatcher,PTA,GEE,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-7.70%,50.00%,,,3,1
Mark,2025,21,Kane Farrell,PTA,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,-16.90%,50.00%,,,2,1
Tackle,2025,21,Matthew Kennedy,WBD,GWS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,+8.8%,61.10%,,,2,1
Tackle,2025,21,Rhylee West,WBD,GWS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,+1.6%,50.00%,,,3,1
Tackle,2025,21,Riley Garcia,WBD,GWS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,+0.0%,33.30%,,,5,-1
Tackle,2025,21,Ryley Sanders,WBD,GWS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-3.80%,47.10%,,,2,1
Tackle,2025,21,Tim English,WBD,GWS,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-14.30%,33.30%,,,0,1
Tackle,2025,21,Ned Long,COL,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,-5.30%,33.30%,,,7,0
Tackle,2025,21,Nick Daicos,COL,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-21.70%,22.20%,,,2,1
Tackle,2025,21,Scott Pendlebury,COL,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,+12.5%,56.20%,,,8,-1
Tackle,2025,21,Steele Sidebottom,COL,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,+2.9%,62.50%,,,3,1
Tackle,2025,21,Bailey Smith,GEE,PTA,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-14.60%,46.70%,,,7,-1
Tackle,2025,21,Max Holmes,GEE,PTA,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,+0.0%,61.10%,,,2,1
Tackle,2025,21,Christian Petracca,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-18.20%,33.30%,,,4,-1
Tackle,2025,21,Clayton Oliver,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,+7.4%,47.10%,,,5,1
Tackle,2025,21,Tom Sparrow,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,-6.80%,35.30%,,,5,-1
Tackle,2025,21,Cameron Zurhaar,NTH,STK,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2,-12.20%,27.80%,,,0,1
Tackle,2025,21,Paul Curtis,NTH,STK,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,-13.00%,20.00%,,,6,-1
Tackle,2025,21,Tom Powell,NTH,STK,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,+1.1%,44.40%,,,5,0
Tackle,2025,21,Joe Richards,PTA,GEE,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,+13.3%,58.80%,,,5,-1
Tackle,2025,21,Jordon Sweet,PTA,GEE,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,+1.8%,42.90%,,,5,-1
Tackle,2025,21,Elijah Hewett,WCE,MEL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,+22.4%,46.70%,,,4,0
Tackle,2025,21,Liam Baker,WCE,MEL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,+37.3%,66.70%,,,5,-1
Disposal,2025,22,Brayden Maynard,COL,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,-0.20%,53.30%,,,18,-1
Disposal,2025,22,Brody Mihocek,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10,+2.4%,41.20%,,,11,-1
Disposal,2025,22,Dan Houston,COL,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,+0.0%,50.00%,,,22,-1
Disposal,2025,22,Daniel McStay,COL,HAW,KeyF,✅ Neutral,✅ Neutral,⚠️ Unknown,9.5,-1.70%,53.30%,,,15,-1
Disposal,2025,22,Darcy Cameron,COL,HAW,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,17.5,-2.00%,40.00%,,,16,1
Disposal,2025,22,Darcy Moore,COL,HAW,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,10,-5.00%,41.20%,,,15,-1
Disposal,2025,22,Harry Perryman,COL,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,-0.30%,45.00%,,,17,-1
Disposal,2025,22,Isaac Quaynor,COL,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,+9.9%,50.00%,,,10,1
Disposal,2025,22,Jack Crisp,COL,HAW,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,-7.00%,40.00%,,,22,-1
Disposal,2025,22,Jamie Elliott,COL,HAW,SmFF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,-5.70%,40.00%,,,6,1
Disposal,2025,22,Jordan De Goey,COL,HAW,FwdMid,✅ Neutral,✅ Neutral,⚠️ Unknown,17.5,+50.0%,100.00%,,,15,1
Disposal,2025,22,Josh Daicos,COL,HAW,GenD,✅ Neutral,✅ Neutral,⚠️ Unknown,28.5,+1.2%,40.00%,,,20,1
Disposal,2025,22,Lachie Schultz,COL,HAW,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,-4.80%,45.50%,,,12,1
Disposal,2025,22,Ned Long,COL,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,-3.00%,40.00%,,,10,1
Disposal,2025,22,Nick Daicos,COL,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,32.5,+5.0%,60.00%,,,24,1
Disposal,2025,22,Patrick Lipinski,COL,HAW,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,17,-5.00%,27.80%,,,16,1
Disposal,2025,22,Scott Pendlebury,COL,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,22,-4.30%,29.40%,,,27,-1
Disposal,2025,22,Steele Sidebottom,COL,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,19.5,-12.20%,27.80%,,,18,1
Disposal,2025,22,Tim Membrey,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9.5,-6.00%,38.90%,,,7,1
Disposal,2025,22,Tom Mitchell,COL,HAW,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,22.5,-10.00%,33.30%,,,18,1
Disposal,2025,22,Will Hoskin-Elliott,COL,HAW,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,+15.9%,52.90%,,,4,1
Disposal,2025,22,Blake Hardwick,HAW,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,+7.6%,60.00%,,,11,1
Disposal,2025,22,Calsher Dear,HAW,COL,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,7.5,-1.30%,40.00%,,,8,-1
Disposal,2025,22,Connor Macdonald,HAW,COL,FwdMid,✅ Neutral,✅ Neutral,⚠️ Unknown,14,+0.8%,33.30%,,,18,-1
Disposal,2025,22,Conor Nash,HAW,COL,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,19,+9.0%,43.80%,,,23,-1
Disposal,2025,22,Dylan Moore,HAW,COL,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,19,+3.0%,65.00%,,,25,-1
Disposal,2025,22,Jack Ginnivan,HAW,COL,SmF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,20,+9.5%,63.20%,,,26,-1
Disposal,2025,22,Jack Gunston,HAW,COL,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11.5,-9.50%,41.20%,,,11,1
Disposal,2025,22,Jack Scrimshaw,HAW,COL,KeyD,✅ Neutral,✅ Neutral,⚠️ Unknown,14.5,+12.4%,50.00%,,,15,-1
Disposal,2025,22,Jai Newcombe,HAW,COL,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,22,-0.70%,45.00%,,,28,-1
Disposal,2025,22,James Sicily,HAW,COL,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,21,+8.8%,58.80%,,,26,-1
Disposal,2025,22,James Worpel,HAW,COL,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,19,-2.70%,40.00%,,,21,-1
Disposal,2025,22,Jarman Impey,HAW,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,23,+23.2%,72.20%,,,25,-1
Disposal,2025,22,Josh Battle,HAW,COL,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,-10.10%,50.00%,,,26,-1
Disposal,2025,22,Josh Ward,HAW,COL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,20,-4.30%,31.60%,,,21,-1
Disposal,2025,22,Karl Amon,HAW,COL,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,23.5,-0.10%,63.20%,,,27,-1
Disposal,2025,22,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,✅ Neutral,13.5,-0.20%,52.60%,,,10,1
Disposal,2025,22,Mabior Chol,HAW,COL,KeyF,✅ Neutral,✅ Neutral,⚠️ Unknown,8.5,-12.10%,38.90%,,,14,-1
Disposal,2025,22,Massimo D'Ambrosio,HAW,COL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,-1.10%,45.00%,,,24,-1
Disposal,2025,22,Mitch Lewis,HAW,COL,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,8.5,-8.90%,66.70%,,,11,-1
Disposal,2025,22,Nick Watson,HAW,COL,SmF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12.5,+11.5%,57.90%,,,14,-1
Disposal,2025,22,Andrew Brayshaw,FRE,PTA,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,27.5,-0.20%,40.00%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),23,1
Disposal,2025,22,Caleb Serong,FRE,PTA,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,27.5,+1.1%,50.00%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),28,-1
Disposal,2025,22,Noah Anderson,GCS,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,31.5,+1.8%,47.40%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),19,1
Disposal,2025,22,Lachie Ash,GWS,NTH,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,29,+1.8%,35.00%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),13,1
Disposal,2025,22,Lachie Whitfield,GWS,NTH,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,29.5,+4.2%,57.90%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),27,1
Disposal,2025,22,Zak Butters,PTA,FRE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,28,+2.1%,47.10%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),29,-1
Disposal,2025,22,Alex Davies,GCS,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,16.5,-25.00%,50.00%,6,Disposal + Moderate Travel + Avg ≤-12% + No Easy DvP → 69.2% WR (9/13 bets),18,-1
Disposal,2025,22,Jake Soligo,ADE,WCE,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,22.5,+4.7%,65.00%,,,22,1
Disposal,2025,22,James Peatling,ADE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,22,+11.5%,55.60%,,,10,1
Disposal,2025,22,Jordan Dawson,ADE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,25,+5.9%,55.00%,,,26,-1
Disposal,2025,22,Rory Laird,ADE,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,23.5,-1.40%,55.60%,,,25,-1
Disposal,2025,22,Bruce Reville,BRL,SYD,Wing,✅ Neutral,✅ Neutral,⚠️ Unknown,12,+35.5%,85.70%,,,7,1
Disposal,2025,22,Callum Ah Chee,BRL,SYD,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,-0.20%,52.60%,,,15,-1
Disposal,2025,22,Cam Rayner,BRL,SYD,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,18,+13.6%,60.00%,,,18,0
Disposal,2025,22,Charlie Cameron,BRL,SYD,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9,-4.70%,44.40%,,,6,1
Disposal,2025,22,Darcy Fort,BRL,SYD,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,10,+2.2%,42.90%,,,9,1
Disposal,2025,22,Darcy Gardiner,BRL,SYD,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,+11.1%,63.60%,,,12,-1
Disposal,2025,22,Darcy Wilmot,BRL,SYD,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,18,-5.80%,45.00%,,,27,-1
Disposal,2025,22,Dayne Zorko,BRL,SYD,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,24.5,-5.20%,50.00%,,,28,-1
Disposal,2025,22,Eric Hipwood,BRL,SYD,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,-0.90%,55.00%,,,16,-1
Disposal,2025,22,Harris Andrews,BRL,SYD,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,-2.30%,45.00%,,,20,-1
Disposal,2025,22,Hugh McCluggage,BRL,SYD,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,27,+1.5%,45.00%,,,30,-1
Disposal,2025,22,Jarrod Berry,BRL,SYD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,20.5,+2.0%,68.40%,,,19,1
Disposal,2025,22,Jaspa Fletcher,BRL,SYD,GenDD,✅ Neutral,✅ Neutral,⚠️ Unknown,21.5,+4.4%,55.00%,,,21,1
Disposal,2025,22,Josh Dunkley,BRL,SYD,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,25,+2.0%,50.00%,,,31,-1
Disposal,2025,22,Levi Ashcroft,BRL,SYD,Wing,✅ Neutral,✅ Neutral,⚠️ Unknown,19.5,-0.80%,45.00%,,,27,-1
Disposal,2025,22,Logan Morris,BRL,SYD,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,+8.4%,47.40%,,,6,1
Disposal,2025,22,Sam Marshall,BRL,SYD,GenD,✅ Neutral,✅ Neutral,⚠️ Unknown,12.5,+56.2%,100.00%,,,11,1
Disposal,2025,22,Will Ashcroft,BRL,SYD,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,26,-3.90%,35.00%,,,31,-1
Disposal,2025,22,Zac Bailey,BRL,SYD,SmF,✅ Neutral,✅ Neutral,🔹 Slight Easy,19.5,+3.5%,52.60%,,,22,-1
Disposal,2025,22,Adam Saad,CAR,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18,-2.10%,33.30%,,,22,-1
Disposal,2025,22,Blake Acres,CAR,GCS,FwdMid,✅ Neutral,✅ Neutral,🟠 Moderate Unders,18.5,+2.8%,50.00%,,,15,1
Disposal,2025,22,Cooper Lord,CAR,GCS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,18.5,+38.4%,78.90%,,,24,-1
Disposal,2025,22,Corey Durdin,CAR,GCS,MedF,✅ Neutral,✅ Neutral,⚠️ Unknown,8.5,+6.2%,53.80%,,,3,1
Disposal,2025,22,George Hewett,CAR,GCS,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,25,-9.60%,20.00%,,,23,1
Disposal,2025,22,Harry McKay,CAR,GCS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13,-3.30%,44.40%,,,13,0
Disposal,2025,22,Jacob Weitering,CAR,GCS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13,-8.10%,30.00%,,,7,1
Disposal,2025,22,Jesse Motlop,CAR,GCS,SmF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,10,-1.50%,45.00%,,,12,-1
Disposal,2025,22,Lachie Fogarty,CAR,GCS,SmF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,10.5,-11.30%,33.30%,,,10,1
Disposal,2025,22,Lachlan Cowan,CAR,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15,+18.7%,54.50%,,,22,-1
Disposal,2025,22,Nick Haynes,CAR,GCS,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,+2.9%,50.00%,,,14,1
Disposal,2025,22,Oliver Hollands,CAR,GCS,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,18.5,+0.3%,45.00%,,,29,-1
Disposal,2025,22,Patrick Cripps,CAR,GCS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,26,+8.6%,60.00%,,,27,-1
Disposal,2025,22,Tom De Koning,CAR,GCS,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,18,+0.6%,47.40%,,,15,1
Disposal,2025,22,Zac Williams,CAR,GCS,MedF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,17,+20.4%,62.50%,,,17,0
Disposal,2025,22,Bailey Banfield,FRE,PTA,MedF,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,14.5,+13.6%,64.70%,,,15,-1
Disposal,2025,22,Brennan Cox,FRE,PTA,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10.5,-4.10%,50.00%,,,7,1
Disposal,2025,22,Heath Chapman,FRE,PTA,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12,-8.40%,36.80%,,,10,1
Disposal,2025,22,Jaeger O'Meara,FRE,PTA,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18,-2.70%,60.00%,,,26,-1
Disposal,2025,22,Jordan Clark,FRE,PTA,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,24.5,-0.40%,55.00%,,,20,1
Disposal,2025,22,Josh Treacy,FRE,PTA,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11.5,+2.2%,55.00%,,,10,1
Disposal,2025,22,Jye Amiss,FRE,PTA,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,8.5,+12.6%,70.00%,,,5,1
Disposal,2025,22,Karl Worner,FRE,PTA,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,13.5,-2.10%,47.40%,,,15,-1
Disposal,2025,22,Luke Jackson,FRE,PTA,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,19.5,+7.3%,58.80%,,,23,-1
Disposal,2025,22,Luke Ryan,FRE,PTA,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,20,-4.80%,50.00%,,,17,1
Disposal,2025,22,Michael Frederick,FRE,PTA,SmF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,10.5,-5.40%,45.00%,,,17,-1
Disposal,2025,22,Murphy Reid,FRE,PTA,SmF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14.5,+3.2%,50.00%,,,14,1
Disposal,2025,22,Nathan O'Driscoll,FRE,PTA,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,16.5,-6.00%,36.40%,,,12,1
Disposal,2025,22,Neil Erasmus,FRE,PTA,Wing,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,17,+17.2%,50.00%,,,26,-1
Disposal,2025,22,Patrick Voss,FRE,PTA,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,10,+1.3%,43.80%,,,10,0
Disposal,2025,22,Sam Switkowski,FRE,PTA,SmF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15.5,+19.2%,57.10%,,,12,1
Disposal,2025,22,Sean Darcy,FRE,PTA,Ruck,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,10.5,+12.8%,69.20%,,,15,-1
Disposal,2025,22,Shai Bolton,FRE,PTA,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,18.5,+0.4%,47.40%,,,19,-1
Disposal,2025,22,Bailey Humphrey,GCS,CAR,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,16.5,+4.2%,52.60%,,,14,1
Disposal,2025,22,Ben Ainsworth,GCS,CAR,SmF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,13.5,-4.30%,44.40%,,,12,1
Disposal,2025,22,Ben King,GCS,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7.5,+3.3%,52.60%,,,9,-1
Disposal,2025,22,Ben Long,GCS,CAR,SmF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11,-1.00%,44.40%,,,13,-1
Disposal,2025,22,Bodhi Uwland,GCS,CAR,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,15,-4.40%,26.30%,,,16,-1
Disposal,2025,22,Brayden Fiorini,GCS,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,23.5,+7.6%,66.70%,,,22,1
Disposal,2025,22,Ethan Read,GCS,CAR,KeyF,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,7.5,+2.3%,60.00%,,,9,-1
Disposal,2025,22,Jarrod Witts,GCS,CAR,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11.5,-9.20%,38.90%,,,15,-1
