Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Disposal,19,Kieren Briggs,GWS,ESS,Ruck,✅ Neutral,✅ Neutral,🔵 Strong Easy,13,23%,69%,,,11,1
Disposal,19,Lachie Ash,GWS,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,31,7%,65%,,,27,1
Disposal,19,Lachie Whitfield,GWS,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,30.5,8%,63%,,,29,1
Disposal,19,Leek Aleer,GWS,ESS,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,27%,71%,,,8,1
Disposal,19,Ryan Angwin,GWS,ESS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,16.5,-5%,67%,,,15,1
Disposal,19,Toby Bedford,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,11.5,5%,56%,,,8,1
Disposal,19,Toby Greene,GWS,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,17,3%,44%,,,17,0
Disposal,19,Tom Green,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,31,1%,44%,,,30,1
Disposal,19,Xavier O'Halloran,GWS,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,17.5,22%,75%,,,19,-1
Disposal,19,Brandon Starcevich,BRL,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,7%,80%,,,12,-1
Disposal,19,Callum Ah Chee,BRL,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,2%,56%,,,19,-1
Disposal,19,Cam Rayner,BRL,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,18,13%,59%,,,12,1
Disposal,19,Charlie Cameron,BRL,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,9.5,1%,53%,,,8,1
Disposal,19,Darcy Fort,BRL,WBD,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,9,-12%,27%,,,9,0
Disposal,19,Darcy Gardiner,BRL,WBD,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,10,13%,75%,,,12,-1
Disposal,19,Darcy Wilmot,BRL,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,-4%,59%,,,17,1
Disposal,19,Dayne Zorko,BRL,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,25.5,-5%,47%,,,25,1
Disposal,19,Eric Hipwood,BRL,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,10,-2%,53%,,,10,0
Disposal,19,Harris Andrews,BRL,WBD,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,12.5,-5%,41%,,,13,-1
Disposal,19,Hugh McCluggage,BRL,WBD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,25.5,-2%,47%,,,27,-1
Disposal,19,Jarrod Berry,BRL,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,20,-1%,50%,,,19,1
Disposal,19,Jaspa Fletcher,BRL,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,20.5,1%,41%,,,24,-1
Disposal,19,Josh Dunkley,BRL,WBD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,23,-4%,41%,,,28,-1
Disposal,19,Kai Lohmann,BRL,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,26%,58%,,,10,1
Disposal,19,Lachie Neale,BRL,WBD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,26.5,1%,53%,,,24,1
Disposal,19,Levi Ashcroft,BRL,WBD,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,18.5,-7%,29%,,,18,1
Disposal,19,Logan Morris,BRL,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,10.5,8%,50%,,,13,-1
Disposal,19,Oscar McInerney,BRL,WBD,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,10,-3%,44%,,,11,-1
Disposal,19,Ryan Lester,BRL,WBD,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,12,-7%,29%,,,11,1
Disposal,19,Will Ashcroft,BRL,WBD,Unknown,✅ Neutral,✅ Neutral,🟡 Slight Unders,26.5,-2%,47%,,,26,1
Disposal,19,Will Hayward,SYD,NTH,KeyF,✅ Neutral,✅ Neutral,🔵 Strong Easy,12.5,10%,65%,,,15,-1
Disposal,19,Aaron Naughton,WBD,BRL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,10,-12%,41%,,,10,0
Disposal,19,Ed Richards,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,26.5,2%,41%,,,27,-1
Disposal,19,James O'Donnell,WBD,BRL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,9.5,-8%,44%,,,8,1
Disposal,19,Jason Johannisen,WBD,BRL,GenD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,16,-3%,50%,,,17,-1
Disposal,19,Joel Freijah,WBD,BRL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,18,-9%,35%,,,14,1
Disposal,19,Lachlan Bramble,WBD,BRL,GenD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,18.5,6%,59%,,,19,-1
Disposal,19,Lachlan McNeil,WBD,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,10,-2%,33%,,,7,1
Disposal,19,Laitham Vandermeer,WBD,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,11.5,-3%,47%,,,5,1
Disposal,19,Marcus Bontempelli,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,25,-1%,58%,,,24,1
Disposal,19,Matthew Kennedy,WBD,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,22.5,-4%,35%,,,21,1
Disposal,19,Rhylee West,WBD,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12.5,-10%,41%,,,14,-1
Disposal,19,Riley Garcia,WBD,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,15.5,0%,50%,,,14,1
Disposal,19,Rory Lobb,WBD,BRL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,12,-7%,41%,,,12,0
Disposal,19,Ryley Sanders,WBD,BRL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,18.5,-9%,38%,,,20,-1
Disposal,19,Sam Darcy,WBD,BRL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,13.5,-6%,36%,,,13,1
Disposal,19,Tim English,WBD,BRL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,16.5,-8%,41%,,,10,1
Disposal,19,Tom Liberatore,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,25.5,-7%,24%,,,23,1
Disposal,19,Bailey Smith,GEE,STK,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,27.5,-13%,14%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 75.0% WR (8 bets),23,1
Disposal,19,Luke Jackson,FRE,COL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,15.5,-11%,36%,6,Disposal + Moderate Travel + Avg ≤-10% + No Easy DvP → 69% WR (16 bets),16,-1
Disposal,19,Patrick Voss,FRE,COL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,8.5,-13%,31%,6,Disposal + Moderate Travel + Avg ≤-10% + No Easy DvP → 69% WR (16 bets),12,-1
Disposal,19,Ben Long,GCS,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,10,-10%,27%,6,Disposal + Moderate Travel + Avg ≤-10% + No Easy DvP → 69% WR (16 bets),8,1
Disposal,19,Joel Jeffrey,GCS,ADE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,16.5,-11%,44%,6,Disposal + Moderate Travel + Avg ≤-10% + No Easy DvP → 69% WR (16 bets),22,-1
Disposal,19,Alex Neal-Bullen,ADE,GCS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,15,-5%,47%,,,31,-1
Disposal,19,Ben Keays,ADE,GCS,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,17.5,2%,41%,,,18,-1
Disposal,19,Daniel Curtin,ADE,GCS,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,17.5,39%,88%,,,20,-1
Disposal,19,Darcy Fogarty,ADE,GCS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,4%,44%,,,7,1
Disposal,19,Isaac Cumming,ADE,GCS,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,14.5,0%,59%,,,16,-1
Disposal,19,Izak Rankine,ADE,GCS,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,18,-16%,18%,,,15,1
Disposal,19,Jake Soligo,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,21,0%,47%,,,24,-1
Disposal,19,James Peatling,ADE,GCS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,20.5,3%,47%,,,21,-1
Disposal,19,Jordan Dawson,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,25.5,6%,53%,,,20,1
Disposal,19,Josh Worrell,ADE,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,19,-5%,47%,,,25,-1
Disposal,19,Mark Keane,ADE,GCS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13.5,-2%,53%,,,13,1
Disposal,19,Max Michalanney,ADE,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,13,1%,47%,,,22,-1
Disposal,19,Mitchell Hinge,ADE,GCS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,16.5,-6%,50%,,,1,1
Disposal,19,Reilly O'Brien,ADE,GCS,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,12,-4%,35%,,,10,1
Disposal,19,Riley Thilthorpe,ADE,GCS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,14,3%,47%,,,9,1
Disposal,19,Rory Laird,ADE,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,23.5,-2%,56%,,,23,1
Disposal,19,Sam Berry,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,17,20%,73%,,,15,1
Disposal,19,Taylor Walker,ADE,GCS,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,12.5,3%,44%,,,9,1
Disposal,19,Wayne Milera,ADE,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,-5%,50%,,,21,-1
Disposal,19,Adam Cerra,CAR,MEL,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,24.5,-3%,35%,,,20,1
Disposal,19,Charlie Curnow,CAR,MEL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,7%,50%,,,15,-1
Disposal,19,Cooper Lord,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,16,23%,63%,,,16,0
Disposal,19,Corey Durdin,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,7.5,-7%,50%,,,3,1
Disposal,19,George Hewett,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,26.5,-5%,35%,,,19,1
Disposal,19,Jacob Weitering,CAR,MEL,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,14,-4%,41%,,,11,1
Disposal,19,Jesse Motlop,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,9.5,-8%,47%,,,10,-1
Disposal,19,Lachie Fogarty,CAR,MEL,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12,3%,53%,,,11,1
Disposal,19,Lachlan Cowan,CAR,MEL,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,16.5,39%,63%,,,16,1
Disposal,19,Marc Pittonet,CAR,MEL,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,-8%,25%,,,8,1
Disposal,19,Nick Haynes,CAR,MEL,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,17,1%,29%,,,13,1
Disposal,19,Oliver Hollands,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,19,2%,47%,,,14,1
Disposal,19,Patrick Cripps,CAR,MEL,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,24,3%,41%,,,29,-1
Disposal,19,Sam Docherty,CAR,MEL,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,21.5,4%,54%,,,18,1
Disposal,19,Tom De Koning,CAR,MEL,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,13.5,-27%,13%,,,12,1
Disposal,19,Zac Williams,CAR,MEL,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,16,20%,69%,,,16,0
Disposal,19,Brayden Maynard,COL,FRE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,1%,50%,,,14,1
Disposal,19,Brody Mihocek,COL,FRE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10,3%,43%,,,12,-1
Disposal,19,Daniel McStay,COL,FRE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9,-9%,33%,,,8,1
Disposal,19,Darcy Cameron,COL,FRE,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,16,-11%,24%,,,20,-1
Disposal,19,Darcy Moore,COL,FRE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,10,-7%,36%,,,11,-1
Disposal,19,Harry Perryman,COL,FRE,KeyD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,13.5,-12%,47%,,,16,-1
Disposal,19,Isaac Quaynor,COL,FRE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,11%,53%,,,18,-1
Disposal,19,Jack Crisp,COL,FRE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,19,-6%,35%,,,23,-1
Disposal,19,Jamie Elliott,COL,FRE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,-4%,35%,,,9,1
Disposal,19,Josh Daicos,COL,FRE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,28.5,1%,41%,,,25,1
Disposal,19,Lachie Schultz,COL,FRE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,13,-6%,38%,,,10,1
Disposal,19,Lachlan Sullivan,COL,FRE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,2%,58%,,,11,0
Disposal,19,Ned Long,COL,FRE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,19.5,7%,53%,,,19,1
Disposal,19,Nick Daicos,COL,FRE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,26.5,-11%,29%,,,43,-1
Disposal,19,Patrick Lipinski,COL,FRE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,1%,47%,,,13,1
Disposal,19,Scott Pendlebury,COL,FRE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,22.5,-3%,53%,,,21,1
Disposal,19,Steele Sidebottom,COL,FRE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,22,-2%,33%,,,17,1
Disposal,19,Will Hoskin-Elliott,COL,FRE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,17%,50%,,,3,1
Disposal,19,Andrew Brayshaw,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,28,0%,35%,,,21,1
Disposal,19,Bailey Banfield,FRE,COL,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,12.5,7%,43%,,,20,-1
Disposal,19,Brennan Cox,FRE,COL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11.5,5%,47%,,,13,-1
Disposal,19,Caleb Serong,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,28,2%,47%,,,37,-1
Disposal,19,Corey Wagner,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15.5,-2%,43%,,,10,1
Disposal,19,Heath Chapman,FRE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,13,-6%,44%,,,10,1
Disposal,19,Jaeger O'Meara,FRE,COL,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,17.5,-7%,57%,,,23,-1
Disposal,19,Jordan Clark,FRE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,24.5,0%,53%,,,24,1
Disposal,19,Josh Treacy,FRE,COL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,11,-4%,24%,,,9,1
Disposal,19,Jye Amiss,FRE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,8,5%,41%,,,3,1
Disposal,19,Karl Worner,FRE,COL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,13,-5%,44%,,,15,-1
Disposal,19,Luke Ryan,FRE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,20,-6%,47%,,,25,-1
Disposal,19,Matthew Johnson,FRE,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18.5,-3%,53%,,,14,1
Disposal,19,Michael Frederick,FRE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,12,5%,41%,,,8,1
Disposal,19,Murphy Reid,FRE,COL,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,14,2%,35%,,,14,0
Disposal,19,Nathan O'Driscoll,FRE,COL,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,18.5,-9%,50%,,,13,1
Disposal,19,Sam Switkowski,FRE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,14.5,15%,55%,,,14,1
Disposal,19,Sean Darcy,FRE,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11.5,35%,80%,,,15,-1
Disposal,19,Shai Bolton,FRE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17.5,-5%,38%,,,14,1
Disposal,19,Bailey Humphrey,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,18,11%,50%,,,12,1
Disposal,19,Ben Ainsworth,GCS,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12.5,-8%,33%,,,12,1
Disposal,19,Ben King,GCS,ADE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,7.5,3%,56%,,,4,1
Disposal,19,Bodhi Uwland,GCS,ADE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15.5,-4%,44%,,,10,1
Disposal,19,Brayden Fiorini,GCS,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,19,-4%,22%,,,28,-1
Disposal,19,Connor Budarick,GCS,ADE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,10.5,6%,60%,,,24,-1
Disposal,19,Daniel Rioli,GCS,ADE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,18.5,-6%,38%,,,11,1
Disposal,19,David Swallow,GCS,ADE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,12.5,71%,100%,,,7,1
Disposal,19,Ethan Read,GCS,ADE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,7,5%,42%,,,9,-1
Disposal,19,Jarrod Witts,GCS,ADE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,12,-7%,33%,,,11,1
Disposal,19,Jed Walter,GCS,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,7.5,2%,47%,,,4,1
Disposal,19,John Noble,GCS,ADE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,25,-2%,38%,,,20,1
Disposal,19,Mac Andrew,GCS,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11.5,-5%,40%,,,14,-1
Disposal,19,Matt Rowell,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,24.5,-2%,50%,,,30,-1
Disposal,19,Noah Anderson,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,29.5,-4%,44%,,,27,1
Disposal,19,Sam Clohesy,GCS,ADE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,14.5,-7%,39%,,,11,1
Disposal,19,Sam Flanders,GCS,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,23.5,21%,67%,,,28,-1
Disposal,19,Wil Powell,GCS,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,15,0%,44%,,,16,-1
Disposal,19,Brad Close,GEE,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,12.5,1%,47%,,,14,-1
Disposal,19,Connor O'Sullivan,GEE,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,14,4%,56%,,,12,1
Disposal,19,Gryan Miers,GEE,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,23,5%,47%,,,26,-1
Disposal,19,Jack Bowes,GEE,STK,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,10%,58%,,,7,1
Disposal,19,Jack Henry,GEE,STK,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13,3%,58%,,,16,-1
Disposal,19,Jack Martin,GEE,STK,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,17,-2%,60%,,,11,1
Disposal,19,Jeremy Cameron,GEE,STK,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,14,5%,29%,,,14,0
Disposal,19,Lawson Humphries,GEE,STK,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,16,-8%,44%,,,15,1
Disposal,19,Mark Blicavs,GEE,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,15,9%,56%,,,15,0
Disposal,19,Mark O'Connor,GEE,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,15,1%,41%,,,8,1
Disposal,19,Max Holmes,GEE,STK,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,25.5,-3%,53%,,,32,-1
Disposal,19,Oisin Mullin,GEE,STK,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,10,2%,56%,,,10,0
Disposal,19,Oliver Dempsey,GEE,STK,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,17,4%,53%,,,25,-1
Disposal,19,Patrick Dangerfield,GEE,STK,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13,-6%,40%,,,19,-1
Disposal,19,Rhys Stanley,GEE,STK,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,11.5,7%,67%,,,8,1
Disposal,19,Shannon Neale,GEE,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,9.5,15%,71%,,,7,1
Disposal,19,Shaun Mannagh,GEE,STK,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,-2%,43%,,,24,-1
Disposal,19,Tom Atkins,GEE,STK,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,18,-4%,35%,,,22,-1
Disposal,19,Tom Stewart,GEE,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,22,15%,50%,,,12,1
Disposal,19,Zach Guthrie,GEE,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,17.5,-3%,47%,,,16,1
Disposal,19,Blake Hardwick,HAW,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13.5,1%,59%,,,27,-1
Disposal,19,Calsher Dear,HAW,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,7.5,7%,50%,,,10,-1
Disposal,19,Connor Macdonald,HAW,PTA,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,14.5,5%,53%,,,12,1
Disposal,19,Conor Nash,HAW,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,18,5%,46%,,,19,-1
Disposal,19,Dylan Moore,HAW,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,17.5,1%,53%,,,32,-1
Disposal,19,Harry Morrison,HAW,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,16.5,-4%,53%,,,21,-1
Disposal,19,Jack Ginnivan,HAW,PTA,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,18.5,3%,56%,,,21,-1
Disposal,19,Jack Gunston,HAW,PTA,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,11,-12%,29%,,,13,-1
Disposal,19,Jai Newcombe,HAW,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,22.5,-6%,41%,,,11,1
Disposal,19,James Sicily,HAW,PTA,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,-2%,36%,,,21,-1
Disposal,19,James Worpel,HAW,PTA,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,20,1%,33%,,,26,-1
Disposal,19,Jarman Impey,HAW,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,19.5,11%,60%,,,26,-1
Disposal,19,Josh Battle,HAW,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,-11%,53%,,,17,-1
Disposal,19,Josh Ward,HAW,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,19,-9%,25%,,,26,-1
Disposal,19,Karl Amon,HAW,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,22.5,-7%,56%,,,22,1
Disposal,19,Lloyd Meek,HAW,PTA,Ruck,✅ Neutral,✅ Neutral,🔵 Strong Easy,14,4%,50%,,,12,1
Disposal,19,Massimo D'Ambrosio,HAW,PTA,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,18.5,2%,47%,,,17,1
Disposal,19,Nick Watson,HAW,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10,-6%,38%,,,13,-1
Disposal,19,Tom Barrass,HAW,PTA,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,10,-2%,50%,,,5,1
Disposal,19,Bayley Fritsch,MEL,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,14%,63%,,,20,-1
Disposal,19,Christian Petracca,MEL,CAR,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,26.5,3%,53%,,,23,1
Disposal,19,Christian Salem,MEL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,21,-3%,47%,,,25,-1
Disposal,19,Clayton Oliver,MEL,CAR,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,24.5,-2%,50%,,,26,-1
Disposal,19,Daniel Turner,MEL,CAR,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,8%,54%,,,10,1
Disposal,19,Ed Langdon,MEL,CAR,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,18,-10%,35%,,,21,-1
