Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Tier,Bet Flag,Actual,W/L
Disposal,18,Luke Ryan,FRE,HAW,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,21,-1.50%,50.00%,,,SKIP - No Strategy,22,-1
Disposal,18,Matthew Johnson,FRE,HAW,Wing,✅ Neutral,✅ Neutral,✅ Neutral,18.5,-2.30%,56.20%,,,SKIP - No Strategy,21,-1
Disposal,18,Michael Frederick,FRE,HAW,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,+1.7%,43.80%,,,SKIP - No Strategy,13,-1
Disposal,18,Murphy Reid,FRE,HAW,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,14,+1.4%,31.20%,,,SKIP - No Strategy,13,1
Disposal,18,Nathan O'Driscoll,FRE,HAW,Wing,✅ Neutral,✅ Neutral,✅ Neutral,20.5,-0.30%,42.90%,,,SKIP - No Strategy,18,1
Disposal,18,Patrick Voss,FRE,HAW,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9,-8.50%,33.30%,,,SKIP - No Strategy,9,0
Disposal,18,Sean Darcy,FRE,HAW,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,10.5,+29.5%,88.90%,,,SKIP - No Strategy,12,-1
Disposal,18,Shai Bolton,FRE,HAW,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,-4.90%,40.00%,,,SKIP - No Strategy,19,-1
Disposal,18,Luke Ryan,FRE,Unknown,GenD,✅ Neutral,✅ Neutral,⚠️ Unknown,11.5,-46.00%,0.00%,,,SKIP - No Strategy,22,-1
Disposal,18,Bailey Humphrey,GCS,COL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,-5.50%,46.70%,,,SKIP - No Strategy,14,1
Disposal,18,Ben Ainsworth,GCS,COL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,-2.10%,35.70%,,,SKIP - No Strategy,11,1
Disposal,18,Ben King,GCS,COL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,7.5,+4.2%,60.00%,,,SKIP - No Strategy,8,-1
Disposal,18,Ben Long,GCS,COL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,-5.20%,50.00%,,,SKIP - No Strategy,12,-1
Disposal,18,Bodhi Uwland,GCS,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,-2.70%,46.70%,,,SKIP - No Strategy,19,-1
Disposal,18,Brayden Fiorini,GCS,COL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,19.5,-0.60%,62.50%,,,SKIP - No Strategy,21,-1
Disposal,18,Daniel Rioli,GCS,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,-5.30%,40.00%,,,SKIP - No Strategy,22,-1
Disposal,18,Jarrod Witts,GCS,COL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,-10.10%,35.70%,,,SKIP - No Strategy,14,-1
Disposal,18,Jed Walter,GCS,COL,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,8,+7.7%,42.90%,,,SKIP - No Strategy,6,1
Disposal,18,Joel Jeffrey,GCS,COL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,18.5,-1.20%,60.00%,,,SKIP - No Strategy,15,1
Disposal,18,John Noble,GCS,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,25,-0.80%,40.00%,,,SKIP - No Strategy,30,-1
Disposal,18,Lachie Weller,GCS,COL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,16.5,+15.4%,60.00%,,,SKIP - No Strategy,14,1
Disposal,18,Mac Andrew,GCS,COL,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,-0.60%,42.90%,,,SKIP - No Strategy,13,-1
Disposal,18,Matt Rowell,GCS,COL,InsM,✅ Neutral,✅ Neutral,✅ Neutral,24.5,+0.1%,53.30%,,,SKIP - No Strategy,32,-1
Disposal,18,Noah Anderson,GCS,COL,InsM,✅ Neutral,✅ Neutral,✅ Neutral,30.5,-0.10%,53.30%,,,SKIP - No Strategy,32,-1
Disposal,18,Sam Clohesy,GCS,COL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,15,-5.30%,33.30%,,,SKIP - No Strategy,13,1
Disposal,18,Sam Flanders,GCS,COL,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,23,+17.9%,64.30%,,,SKIP - No Strategy,18,1
Disposal,18,Touk Miller,GCS,COL,InsM,✅ Neutral,✅ Neutral,✅ Neutral,25,-4.60%,46.70%,,,SKIP - No Strategy,11,1
Disposal,18,Wil Powell,GCS,COL,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,16,+3.0%,46.70%,,,SKIP - No Strategy,7,1
Mark,18,Ben Ainsworth,GCS,COL,GenF,✅ Neutral,✅ Neutral,✅ Neutral,4,+5.7%,42.90%,,,SKIP - No Strategy,3,1
Mark,18,Ben Long,GCS,COL,GenF,✅ Neutral,✅ Neutral,✅ Neutral,3.5,-22.20%,42.90%,,,SKIP - No Strategy,2,1
Mark,18,Bodhi Uwland,GCS,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,-1.30%,53.30%,,,SKIP - No Strategy,5,0
Mark,18,Daniel Rioli,GCS,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-7.90%,46.70%,,,SKIP - No Strategy,4,-1
Mark,18,Joel Jeffrey,GCS,COL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,5.5,-9.30%,60.00%,,,SKIP - No Strategy,6,-1
Mark,18,John Noble,GCS,COL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-8.80%,53.30%,,,SKIP - No Strategy,8,-1
Mark,18,Mac Andrew,GCS,COL,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,-15.20%,42.90%,,,SKIP - No Strategy,7,-1
Mark,18,Noah Anderson,GCS,COL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-7.90%,53.30%,,,SKIP - No Strategy,3,1
Mark,18,Wil Powell,GCS,COL,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-1.30%,33.30%,,,SKIP - No Strategy,5,0
Tackle,18,Bailey Humphrey,GCS,COL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-10.40%,26.70%,,,SKIP - No Strategy,2,1
Tackle,18,Jarrod Witts,GCS,COL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-9.30%,42.90%,,,SKIP - No Strategy,3,1
Tackle,18,Matt Rowell,GCS,COL,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,9.5,+6.3%,66.70%,,,SKIP - No Strategy,13,-1
Tackle,18,Noah Anderson,GCS,COL,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,3.5,+14.1%,60.00%,,,SKIP - No Strategy,4,-1
Tackle,18,Touk Miller,GCS,COL,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-3.20%,53.30%,,,SKIP - No Strategy,1,1
Mark,18,Lawson Humphries,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-4.10%,53.30%,3,🥇,GenD + Mark + Avg <0% + No Easy DvP + Line >5,4,1
Mark,18,Rory Laird,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-6.20%,60.00%,3,🥇,GenD + Mark + Avg <0% + No Easy DvP + Line >5,5,1
Mark,18,Connor Idun,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,7,-1.80%,43.80%,3,🥇,GenD + Mark + Avg <0% + No Easy DvP + Line >5,5,1
Mark,18,Nick Haynes,CAR,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,8,-9%,38%,3,🥇 92% 12 bets,GenD + Mark + Avg <2% + No Easy DvP + Line ≥5.5,6,1
Mark,18,Harry Himmelberg,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-12.00%,37.50%,3,🥇,GenD + Mark + Avg <0% + No Easy DvP + Line >5,6,-1
Mark,18,Dayne Zorko,BRL,CAR,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.5,-6%,44%,3,🥇 92% 12 bets,GenD + Mark + Avg <0% + No Easy DvP + Line >5,7,-1
Disposal,18,Brad Close,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,12.5,+2.0%,50.00%,,,SKIP - No Strategy,14,-1
Disposal,18,Connor O'Sullivan,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,+2.3%,60.00%,,,SKIP - No Strategy,18,-1
Disposal,18,Gryan Miers,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,23.5,+6.8%,57.10%,,,SKIP - No Strategy,22,1
Disposal,18,Jeremy Cameron,GEE,GWS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,14,+0.9%,25.00%,,,SKIP - No Strategy,5,1
Disposal,18,Lawson Humphries,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,16,-9.80%,40.00%,,,SKIP - No Strategy,13,1
Disposal,18,Mark Blicavs,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,13.5,+1.8%,53.30%,,,SKIP - No Strategy,22,-1
Disposal,18,Mark O'Connor,GEE,GWS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,16,+4.9%,56.20%,,,SKIP - No Strategy,9,1
Disposal,18,Max Holmes,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,29,+8.2%,56.20%,,,SKIP - No Strategy,17,1
Disposal,18,Oliver Dempsey,GEE,GWS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,16.5,+1.5%,56.20%,,,SKIP - No Strategy,18,-1
Disposal,18,Patrick Dangerfield,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,14,-2.00%,50.00%,,,SKIP - No Strategy,7,1
Disposal,18,Rhys Stanley,GEE,GWS,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,12,+7.3%,63.60%,,,SKIP - No Strategy,6,1
Disposal,18,Shannon Neale,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,9.5,+13.4%,68.80%,,,SKIP - No Strategy,7,1
Disposal,18,Shaun Mannagh,GEE,GWS,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,17.5,-2.80%,38.50%,,,SKIP - No Strategy,15,1
Disposal,18,Tom Atkins,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,19.5,+4.3%,56.20%,,,SKIP - No Strategy,18,1
Disposal,18,Tom Stewart,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,20.5,+12.7%,45.50%,,,SKIP - No Strategy,29,-1
Disposal,18,Zach Guthrie,GEE,GWS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,-9.30%,37.50%,,,SKIP - No Strategy,17,-1
Mark,18,Gryan Miers,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,7,+3.2%,50.00%,,,SKIP - No Strategy,3,1
Mark,18,Mark O'Connor,GEE,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-7.40%,50.00%,,,SKIP - No Strategy,1,1
Mark,18,Oliver Dempsey,GEE,GWS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4,+8.5%,43.80%,,,SKIP - No Strategy,6,-1
Mark,18,Shannon Neale,GEE,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,4.5,+10.8%,50.00%,,,SKIP - No Strategy,4,1
Mark,18,Zach Guthrie,GEE,GWS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-16.20%,50.00%,,,SKIP - No Strategy,3,1
Tackle,18,Gryan Miers,GEE,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,+10.5%,57.10%,,,SKIP - No Strategy,3,0
Tackle,18,Shaun Mannagh,GEE,GWS,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-18.80%,30.80%,,,SKIP - No Strategy,2,1
Mark,18,Connor O'Sullivan,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-6.20%,53.30%,3,🥇,GenD + Mark + Avg <0% + No Easy DvP + Line >5,7,-1
Mark,18,Lachie Ash,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,6,-8.60%,37.50%,3,🥇,GenD + Mark + Avg <0% + No Easy DvP + Line >5,7,-1
Mark,18,Tom Stewart,GEE,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,-10.50%,36.40%,3,🥇,GenD + Mark + Avg <0% + No Easy DvP + Line >5,9,-1
Disposal,18,Aaron Cadman,GWS,GEE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,9.5,+1.3%,56.20%,,,SKIP - No Strategy,15,-1
Disposal,18,Callum Brown,GWS,GEE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,-3.80%,50.00%,,,SKIP - No Strategy,15,-1
Disposal,18,Connor Idun,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,-4.20%,43.80%,,,SKIP - No Strategy,13,1
Disposal,18,Darcy Jones,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,14.5,+0.2%,46.70%,,,SKIP - No Strategy,15,-1
Disposal,18,Finn Callaghan,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,27.5,-3.40%,46.20%,,,SKIP - No Strategy,29,-1
Disposal,18,Harry Himmelberg,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,18.5,+0.3%,50.00%,,,SKIP - No Strategy,15,1
Disposal,18,Harry Rowston,GWS,GEE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,16.5,+26.9%,50.00%,,,SKIP - No Strategy,20,-1
Disposal,18,Jack Buckley,GWS,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,12.5,+0.0%,56.20%,,,SKIP - No Strategy,12,1
Disposal,18,Jake Riccardi,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,13,+0.6%,50.00%,,,SKIP - No Strategy,10,1
Disposal,18,Jake Stringer,GWS,GEE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,10.5,+6.2%,55.60%,,,SKIP - No Strategy,11,-1
Disposal,18,Joe Fonti,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,12,+0.9%,55.60%,,,SKIP - No Strategy,15,-1
Disposal,18,Josh Kelly,GWS,GEE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,21.5,-8.50%,41.70%,,,SKIP - No Strategy,15,1
Disposal,18,Kieren Briggs,GWS,GEE,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,13,+25.8%,75.00%,,,SKIP - No Strategy,14,-1
Disposal,18,Lachie Ash,GWS,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,29.5,+1.1%,56.20%,,,SKIP - No Strategy,27,1
Disposal,18,Leek Aleer,GWS,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,10,+13.2%,83.30%,,,SKIP - No Strategy,16,-1
Disposal,18,Ryan Angwin,GWS,GEE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,16.5,-17.50%,50.00%,,,SKIP - No Strategy,12,1
Disposal,18,Toby Bedford,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,11,-0.60%,46.70%,,,SKIP - No Strategy,9,1
Disposal,18,Toby Greene,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,17.5,+3.3%,53.30%,,,SKIP - No Strategy,11,1
Disposal,18,Tom Green,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,30.5,-2.20%,40.00%,,,SKIP - No Strategy,24,1
Disposal,18,Xavier O'Halloran,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,16.5,+15.7%,66.70%,,,SKIP - No Strategy,15,1
Mark,18,Aaron Cadman,GWS,GEE,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,+9.6%,56.20%,,,SKIP - No Strategy,8,-1
Mark,18,Jack Buckley,GWS,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,5.5,-7.40%,50.00%,,,SKIP - No Strategy,5,1
Mark,18,Jake Riccardi,GWS,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,4.5,+5.9%,66.70%,,,SKIP - No Strategy,5,-1
Tackle,18,Darcy Jones,GWS,GEE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-4.50%,46.70%,,,SKIP - No Strategy,6,-1
Tackle,18,Finn Callaghan,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,+34.5%,61.50%,,,SKIP - No Strategy,2,1
Tackle,18,Harry Rowston,GWS,GEE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4,+23.1%,50.00%,,,SKIP - No Strategy,0,1
Tackle,18,Josh Kelly,GWS,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,4,-14.30%,25.00%,,,SKIP - No Strategy,2,1
Tackle,18,Ryan Angwin,GWS,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,6,+71.4%,100.00%,,,SKIP - No Strategy,5,1
Tackle,18,Toby Bedford,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,+1.1%,40.00%,,,SKIP - No Strategy,2,1
Tackle,18,Tom Green,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+13.2%,46.70%,,,SKIP - No Strategy,4,0
Disposal,18,Blake Hardwick,HAW,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,14,+4.7%,56.20%,,,SKIP - No Strategy,13,1
Disposal,18,Cam Mackenzie,HAW,FRE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,16.5,-4.50%,45.50%,,,SKIP - No Strategy,8,1
Disposal,18,Changkuoth Jiath,HAW,FRE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,15.5,-4.00%,53.80%,,,SKIP - No Strategy,9,1
Disposal,18,Connor Macdonald,HAW,FRE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,14.5,+5.2%,50.00%,,,SKIP - No Strategy,14,1
Disposal,18,Conor Nash,HAW,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,17,+2.0%,41.70%,,,SKIP - No Strategy,22,-1
Disposal,18,Dylan Moore,HAW,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-2.20%,31.20%,,,SKIP - No Strategy,17,0
Disposal,18,Harry Morrison,HAW,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,16,-6.20%,43.80%,,,SKIP - No Strategy,18,-1
Disposal,18,Jack Ginnivan,HAW,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,17,-2.30%,46.70%,,,SKIP - No Strategy,27,-1
Disposal,18,Jack Gunston,HAW,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,11.5,-8.80%,38.50%,,,SKIP - No Strategy,11,1
Disposal,18,Jai Newcombe,HAW,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,23,-3.40%,43.80%,,,SKIP - No Strategy,24,-1
Disposal,18,James Sicily,HAW,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,18,-3.70%,38.50%,,,SKIP - No Strategy,21,-1
Disposal,18,James Worpel,HAW,FRE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,20.5,+4.9%,45.50%,,,SKIP - No Strategy,22,-1
Disposal,18,Jarman Impey,HAW,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,19,+9.9%,57.10%,,,SKIP - No Strategy,21,-1
Disposal,18,Josh Battle,HAW,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17,-9.00%,50.00%,,,SKIP - No Strategy,15,1
Disposal,18,Josh Ward,HAW,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,20.5,-3.00%,46.70%,,,SKIP - No Strategy,17,1
Disposal,18,Karl Amon,HAW,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,21,-11.30%,26.70%,,,SKIP - No Strategy,30,-1
Disposal,18,Lloyd Meek,HAW,FRE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,13,-4.40%,33.30%,,,SKIP - No Strategy,11,1
Disposal,18,Mabior Chol,HAW,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10,+1.3%,43.80%,,,SKIP - No Strategy,7,1
Disposal,18,Massimo D'Ambrosio,HAW,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,18,-0.70%,43.80%,,,SKIP - No Strategy,20,-1
Disposal,18,Nick Watson,HAW,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,10,-7.40%,33.30%,,,SKIP - No Strategy,8,1
Disposal,18,Tom Barrass,HAW,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,10,+0.0%,53.30%,,,SKIP - No Strategy,13,-1
Disposal,18,Bayley Fritsch,MEL,NTH,KeyF,✅ Neutral,✅ Neutral,🔵 Strong Easy,12.5,+11.6%,60.00%,,,SKIP - No Strategy,21,-1
Disposal,18,Christian Petracca,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,26.5,+3.9%,56.20%,,,SKIP - No Strategy,31,-1
Disposal,18,Christian Salem,MEL,NTH,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,19.5,-9.30%,37.50%,,,SKIP - No Strategy,25,-1
Disposal,18,Clayton Oliver,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,25,-1.10%,46.70%,,,SKIP - No Strategy,21,1
Disposal,18,Daniel Turner,MEL,NTH,KeyD,✅ Neutral,✅ Neutral,🔴 Strong Unders,14.5,+12.3%,58.30%,,,SKIP - No Strategy,7,1
Disposal,18,Ed Langdon,MEL,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,17,-15.00%,25.00%,,,SKIP - No Strategy,18,-1
Disposal,18,Harvey Langford,MEL,NTH,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,18,-1.50%,33.30%,,,SKIP - No Strategy,24,-1
Disposal,18,Jack Viney,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,22.5,+1.0%,54.50%,,,SKIP - No Strategy,18,1
Disposal,18,Jacob van Rooyen,MEL,NTH,KeyF,✅ Neutral,✅ Neutral,🔵 Strong Easy,9,+5.2%,55.60%,,,SKIP - No Strategy,17,-1
Disposal,18,Jake Bowey,MEL,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,22,-4.10%,37.50%,,,SKIP - No Strategy,16,1
Disposal,18,Jake Lever,MEL,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,11.5,-8.50%,42.90%,,,SKIP - No Strategy,8,1
Disposal,18,Jake Melksham,MEL,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10.5,+5.9%,66.70%,,,SKIP - No Strategy,10,1
Disposal,18,Judd McVee,MEL,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,14.5,-5.20%,60.00%,,,SKIP - No Strategy,9,1
Disposal,18,Kade Chandler,MEL,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,14,-5.10%,50.00%,,,SKIP - No Strategy,15,-1
Disposal,18,Kysaiah Pickett,MEL,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,19.5,-0.60%,46.20%,,,SKIP - No Strategy,20,-1
Disposal,18,Max Gawn,MEL,NTH,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,18,-13.30%,31.20%,,,SKIP - No Strategy,15,1
Disposal,18,Tom Sparrow,MEL,NTH,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,12.5,-1.50%,56.20%,,,SKIP - No Strategy,9,1
Disposal,18,Trent Rivers,MEL,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,22,+3.8%,31.20%,,,SKIP - No Strategy,17,1
Disposal,18,Xavier Lindsay,MEL,NTH,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,14.5,-2.00%,46.70%,,,SKIP - No Strategy,6,1
Mark,18,Christian Salem,MEL,NTH,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,6.5,-16.10%,31.20%,,,SKIP - No Strategy,8,-1
Mark,18,Daniel Turner,MEL,NTH,KeyD,✅ Neutral,✅ Neutral,🔴 Strong Unders,6.5,-2.50%,50.00%,,,SKIP - No Strategy,3,1
Mark,18,Jake Bowey,MEL,NTH,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-16.30%,37.50%,,,SKIP - No Strategy,3,1
Mark,18,Max Gawn,MEL,NTH,Ruck,✅ Neutral,✅ Neutral,✅ Neutral,5,-9.10%,31.20%,,,SKIP - No Strategy,3,1
Mark,18,Trent Rivers,MEL,NTH,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-14.30%,43.80%,,,SKIP - No Strategy,6,-1
Tackle,18,Christian Petracca,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,+16.1%,56.20%,,,SKIP - No Strategy,3,1
Tackle,18,Clayton Oliver,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,+8.4%,46.70%,,,SKIP - No Strategy,7,-1
Tackle,18,Jack Viney,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6.5,+10.0%,63.60%,,,SKIP - No Strategy,9,-1
Tackle,18,Kade Chandler,MEL,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+4.9%,56.20%,,,SKIP - No Strategy,4,0
Tackle,18,Kysaiah Pickett,MEL,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-7.10%,61.50%,,,SKIP - No Strategy,2,1
Tackle,18,Tom Sparrow,MEL,NTH,Wing,✅ Neutral,✅ Neutral,✅ Neutral,4.5,+2.9%,56.20%,,,SKIP - No Strategy,3,1
Mark,18,Caleb Daniel,NTH,MEL,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+1.6%,50.00%,,,SKIP - No Strategy,4,0
Mark,18,Cameron Zurhaar,NTH,MEL,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+1.6%,50.00%,,,SKIP - No Strategy,4,0
Mark,18,Dylan Stephens,NTH,MEL,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,+7.1%,53.30%,,,SKIP - No Strategy,5,0
